-0.04234094	0.058205765	-0.0023908443	0.017059568	0.08348911	-0.036387358	-0.0088014575	0.0502783	0.011754542	0.03798533	0.01591428	0.020188555	-0.014366362	0.018331982	0.012015718	-0.07270179
-0.011026582	0.042723835	0.051444046	0.035071734	0.067662396	-0.05444888	0.031575777	0.05702918	0.06960815	0.07908318	0.007867497	-0.015080451	0.05882977	-0.02175257	-0.055471383	-0.058357507
-0.08816355	0.010077348	0.086807124	0.038819704	0.04575595	-0.009227551	0.028622571	0.012495701	0.02942726	0.053214252	0.0094035175	-0.057507932	0.01946959	0.07195465	-0.0927601	-0.020027284
-0.08237929	0.050206557	0.04261103	0.005801908	0.05525008	-0.053788133	0.016531965	-0.012725076	0.04468517	0.10323014	0.02812591	-0.019886535	0.016766893	-0.0031772575	-0.031008681	-0.057182074
-0.013020238	-0.0013001416	0.0013711562	0.036622025	0.087923	0.047483597	0.0438871	-0.012729893	0.07823676	0.056946356	0.012143667	0.0034349412	0.07021526	0.028155753	-0.056649912	-0.0039985036
-0.022147702	0.058379512	0.008913413	0.02304229	0.029807173	0.02076848	-0.06900469	0.014763683	0.06689461	0.06246556	0.011195968	0.095863834	0.031403348	0.03732975	-0.013047459	-0.03893767
-0.020642646	-0.014507275	0.0791601	0.06569646	0.03729708	0.011418865	0.08299806	0.081349865	0.118361935	0.07238647	-0.03764341	0.021832973	0.06473681	0.07188946	-0.03023928	-0.13103488
-0.06354268	0.044150237	-0.01198032	0.027879288	0.047541007	-0.056011993	0.009640442	0.009551177	0.039462138	0.06795503	0.04258617	-0.043558437	0.02901674	0.053455815	0.0109824855	-0.082331344
-0.04236983	0.032321986	-0.017001161	0.019703066	0.011253164	-0.067822866	0.036966853	-0.011533321	0.0759081	0.015644679	0.04472576	-0.06478361	-0.02603315	-0.0016558723	-0.063912906	-0.08362451
-0.050472703	-0.049185034	-0.02643721	0.07190286	0.001375822	-0.07277062	0.07275927	0.090301074	0.023192333	0.0879834	-0.03188225	-0.06425248	-0.03494416	0.049149137	-0.02325607	0.027198428
-0.063903145	0.022038562	-0.007991742	0.07800378	0.052703567	-0.04100118	-0.01438232	0.0023689065	0.037310183	0.052357316	0.012800712	-0.013367343	-0.046203133	0.02686205	-0.033682473	-0.06732053
-0.087842025	0.02160928	0.007884418	0.05468415	-0.017292148	0.011463084	-0.07135062	0.04384944	0.012822057	0.026980588	0.013174893	-0.0652776	0.08113598	-0.006798586	0.06642424	-0.053325728
-0.03852466	0.014536734	-0.041603625	-0.006033812	0.0034243902	0.01752353	0.08954607	0.00868568	0.052442692	0.0452426	0.029567037	-0.010734342	-0.028894553	0.07884446	-0.011281337	0.00818586
0.02710426	0.020909661	-0.00957993	0.12600666	-0.0056337533	-0.040809482	-0.00858381	0.10117992	-0.05003141	0.043690775	0.1576175	-0.01283423	0.09785503	0.027599748	0.027468875	-0.08863492
-0.16350885	-0.017169248	-0.01760327	-0.01113374	0.057861988	-0.05250118	-0.0040409258	-0.10822421	0.050770774	0.009749412	-0.046816334	-0.02835784	-6.836942e-05	0.0028790785	-0.03769577	0.009421423
-0.04656731	0.08385217	0.038102925	0.04755255	0.091526486	0.038977746	0.05127617	0.07566144	0.015352496	0.03504133	0.049062558	-0.06295555	-0.010964885	0.016295291	-0.055107772	-0.042296644
-0.09818979	-0.024011564	-0.04789478	-0.081898145	0.06070645	-0.08327901	-0.043447703	-0.017618818	0.04180208	0.064798325	0.043170385	0.039736453	0.020895025	0.028045043	-0.043798406	-0.077095725
-0.02097541	0.058439467	-0.03366962	0.10868141	0.023776606	-0.08385209	0.03449265	0.09432468	0.09783457	0.10228767	0.05210282	-0.016773848	0.0075136735	0.017478423	0.024361962	-0.010656491
-0.019152712	0.032053392	-0.039704274	0.0023084802	0.13790256	-0.05151265	-0.03255659	0.029409729	0.05426401	0.15656376	0.046751518	0.08570446	0.045635726	0.0069121136	-0.017337658	0.05750352
-0.04444832	-0.0038804559	0.009198216	0.029452052	-0.06613068	0.0019968762	-0.028531997	0.12132435	0.043762233	0.059605032	-0.055706915	-0.017602814	0.04340813	0.016889894	-0.0013463164	-0.034754645
-0.08297673	0.053998537	-0.044454556	0.025859106	-0.029464936	0.00884141	0.024865417	0.1506465	0.0029979693	-0.008387374	-0.030601244	-0.021541052	0.06387769	0.028993031	0.06137185	-0.07036195
-0.07514564	0.084437504	-0.049018636	0.102859475	0.050509732	-0.022250382	-0.02656344	0.0076672477	0.10232754	0.15506084	0.026193844	-0.044430047	0.010950129	-0.00030266668	-0.021635976	-0.106019355
-0.059975106	0.008642334	0.044060998	0.11759126	0.018626053	-0.061487973	-0.095405735	-0.08509077	0.04598683	0.11608238	-0.0689336	-0.014252869	0.014885357	-0.026660137	-0.114286	0.16132995
0.02762145	0.11479063	-0.025801161	0.082380414	0.021154605	0.01419858	0.077891834	0.091309406	-0.004896489	0.07727529	0.050684534	0.06461384	0.011612256	-0.05434433	0.02600341	-0.111061096
-0.19158518	-0.0055449493	-0.01643962	0.10329314	0.016105326	-0.029601324	-0.012035687	-0.049809773	0.06453605	-0.011391474	-5.317004e-05	0.004399293	0.052053895	-0.00645199	-0.016798677	-0.0139522
-0.04414753	-0.062185127	-0.0151459575	0.08166982	0.06425507	-0.0028909917	-0.03930127	0.060018674	0.0641541	0.024017287	0.0591609	-0.034978535	-0.08830589	0.014512474	0.003213126	-0.087669425
-0.05969933	0.042310633	0.019855633	0.047267545	0.057090458	0.017183676	-0.06553624	-0.038331043	0.024128756	-0.006748383	-0.021749778	-0.048336238	-0.009840836	0.013802266	-0.024934802	-0.00086301647
-0.087159984	0.0076524294	-0.027283346	-0.024713235	0.014301191	0.032432344	0.032178037	0.026472257	0.057741933	0.060276885	0.08283876	0.06275934	0.036014486	0.028747711	-0.06772836	-0.07770266
0.05300795	0.0016928908	-0.026132362	0.037501078	0.14913464	-0.05180418	-0.016165651	-0.036578797	0.026644768	-0.0321807	0.019152148	-0.021063538	0.045945194	0.030074833	0.04251053	-0.0762869
-0.029624589	0.08768343	-0.028553434	-0.022915054	-0.018147504	-0.014217021	0.073313266	0.045425855	-0.029681463	0.030341761	-0.034631226	-0.05930815	0.029591797	0.030565461	0.0037768837	-0.008066374
0.009269814	-0.020074839	-0.018425249	0.06956792	0.048167706	-0.038369663	0.0735686	0.008829133	0.025964703	0.120649196	0.054342736	-0.001088348	-0.05887068	-0.06792463	-0.016687734	-0.014592877
0.009489437	0.013327904	-0.009653204	0.058015857	0.046722084	0.039726313	0.04100589	0.0027552056	0.038659465	-0.008755307	0.08411941	-0.06259925	0.024279643	-0.034241915	0.050278846	0.006126384
-0.045628484	0.006959094	0.0024360218	0.081221364	0.057692956	-0.06782156	-0.0010023277	-0.052002907	-0.021580122	0.038422182	0.0325022	0.06679331	0.0455624	0.016979473	-0.08527527	-0.057219353
0.09996479	0.044275887	-0.014864842	0.0037021555	-0.062305562	-0.01889386	0.011727198	-0.079165556	-0.0532487	0.056019053	-0.013994026	0.05221552	-0.010573366	0.16057037	0.020427918	-0.123766534
-0.06735812	-0.023584278	-0.01489673	0.07810165	0.005712084	0.035747234	0.07662509	-0.0071878745	0.054540813	0.007673399	0.050813172	-0.027969088	-0.023850648	-0.06874386	0.031564783	0.021242177
